Match_id,Bowler,Batsman,score,Over_num,AI_Commentary_Final_Dynamic_Target
9515142,Badree,Smith,FOUR,11.3,"Chasing 179, current score 66. Smith hits Badree for four! What a shot! Four runs to the boundary! "
9515142,Chahal,Dhoni,SIX,14.0,"Chasing 179, current score 72. Dhoni sends Chahal's ball into the stands! That's a huge hit! Six runs! "
9515142,Aravind,Smith,FOUR,14.4,"Chasing 179, current score 76. Smith hits Aravind for four! What a shot! Four runs to the boundary! "
9515142,Watson,Smith,FOUR,15.2,"Chasing 179, current score 80. Smith hits Watson for four! What a shot! Four runs to the boundary! "
9515142,Watson,Dhoni,FOUR,15.5,"Chasing 179, current score 84. Dhoni hits Watson for four! What a shot! Four runs to the boundary! "
9515142,Watson,Dhoni,OUT,16.0,End overs drama! What a moment! Watson takes the wicket of Dhoni! He's gone! Brilliant bowling! 
9515142,Aravind,Smith,OUT,16.1,End overs drama! What a moment! Aravind takes the wicket of Smith! He's gone! Brilliant bowling! 
9515142,Aravind,Christian,OUT,16.5,End overs drama! What a moment! Aravind takes the wicket of Christian! He's gone! Brilliant bowling! 
9515142,Milne,Stokes,OUT,17.1,End overs drama! What a moment! Milne takes the wicket of Stokes! He's gone! Brilliant bowling! 
9515142,Milne,SN Thakur,OUT,17.2,End overs drama! What a moment! Milne takes the wicket of SN Thakur! He's gone! Brilliant bowling! 
9515142,Watson,Manoj Tiwary,FOUR,18.1,End overs drama! Manoj Tiwary hits Watson for four! What a shot! Four runs to the boundary! 
9515142,Watson,Manoj Tiwary,FOUR,18.3,End overs drama! Manoj Tiwary hits Watson for four! What a shot! Four runs to the boundary! 
9515142,Watson,Manoj Tiwary,FOUR,18.5,End overs drama! Manoj Tiwary hits Watson for four! What a shot! Four runs to the boundary! 
9515142,Watson,Manoj Tiwary,SIX,19.0,End overs drama! Manoj Tiwary sends Watson's ball into the stands! That's a huge hit! Six runs! 
9515142,Milne,Manoj Tiwary,SIX,19.5,End overs drama! Manoj Tiwary sends Milne's ball into the stands! That's a huge hit! Six runs! 
9515142,Milne,Tripathi,FOUR,2.1,Powerplay fireworks! Tripathi hits Milne for four! What a shot! Four runs to the boundary! 
9515142,Milne,Tripathi,FOUR,2.2,Powerplay fireworks! Tripathi hits Milne for four! What a shot! Four runs to the boundary! 
9515142,Milne,Rahane,FOUR,2.5,Powerplay fireworks! Rahane hits Milne for four! What a shot! Four runs to the boundary! 
9515142,Milne,Manoj Tiwary,OUT,20.0,End overs drama! What a moment! Milne takes the wicket of Manoj Tiwary! He's gone! Brilliant bowling! 
9515142,Milne,Rahane,FOUR,3.0,Powerplay fireworks! Rahane hits Milne for four! What a shot! Four runs to the boundary! 
9515142,Aravind,Tripathi,SIX,3.2,Powerplay fireworks! Tripathi sends Aravind's ball into the stands! That's a huge hit! Six runs! 
9515142,Aravind,Tripathi,FOUR,3.3,Powerplay fireworks! Tripathi hits Aravind for four! What a shot! Four runs to the boundary! 
9515142,Watson,Rahane,FOUR,4.5,Powerplay fireworks! Rahane hits Watson for four! What a shot! Four runs to the boundary! 
9515142,Watson,Rahane,FOUR,5.0,Powerplay fireworks! Rahane hits Watson for four! What a shot! Four runs to the boundary! 
9515142,Badree,Rahane,OUT,7.4,"Chasing 179, current score 142. What a moment! Badree takes the wicket of Rahane! He's gone! Brilliant bowling! "
9515142,Badree,Tripathi,FOUR,8.0,"Chasing 179, current score 146. Tripathi hits Badree for four! What a shot! Four runs to the boundary! "
9515142,Negi,Tripathi,OUT,8.2,"Chasing 179, current score 146. What a moment! Negi takes the wicket of Tripathi! He's gone! Brilliant bowling! "
9515142,Badree,Dhoni,FOUR,9.3,"Chasing 179, current score 150. Dhoni hits Badree for four! What a shot! Four runs to the boundary! "
9515142,Badree,Dhoni,FOUR,9.5,"Chasing 179, current score 154. Dhoni hits Badree for four! What a shot! Four runs to the boundary! "
2969824,Coulter-Nile,Samson,FOUR,0.2,Powerplay fireworks! Samson hits Coulter-Nile for four! What a shot! Four runs to the boundary! 
2969824,Coulter-Nile,Samson,FOUR,0.3,Powerplay fireworks! Samson hits Coulter-Nile for four! What a shot! Four runs to the boundary! 
2969824,Woakes,Samson,FOUR,1.4,Powerplay fireworks! Samson hits Woakes for four! What a shot! Four runs to the boundary! 
2969824,de Grandhomme,Shreyas Iyer,FOUR,10.0,"Chasing 163, current score 16. Shreyas Iyer hits de Grandhomme for four! What a shot! Four runs to the boundary! "
2969824,Kuldeep Yadav,Nair,FOUR,11.4,"Chasing 163, current score 20. Nair hits Kuldeep Yadav for four! What a shot! Four runs to the boundary! "
2969824,U Yadav,Shreyas Iyer,FOUR,13.0,"Chasing 163, current score 24. Shreyas Iyer hits U Yadav for four! What a shot! Four runs to the boundary! "
2969824,Narine,Shreyas Iyer,OUT,13.2,"Chasing 163, current score 24. What a moment! Narine takes the wicket of Shreyas Iyer! He's gone! Brilliant bowling! "
2969824,Narine,Nair,NO RUN,13.4,"Chasing 163, current score 24. Over 13.4: Nair faces Narine. Outcome: NO RUN."
2969824,Coulter-Nile,Nair,OUT,15.0,"Chasing 163, current score 24. What a moment! Coulter-Nile takes the wicket of Nair! He's gone! Brilliant bowling! "
2969824,Kuldeep Yadav,Pant,SIX,15.4,"Chasing 163, current score 30. Pant sends Kuldeep Yadav's ball into the stands! That's a huge hit! Six runs! "
2969824,U Yadav,Pant,SIX,16.2,End overs drama! Pant sends U Yadav's ball into the stands! That's a huge hit! Six runs! 
2969824,U Yadav,Pant,FOUR,16.3,End overs drama! Pant hits U Yadav for four! What a shot! Four runs to the boundary! 
2969824,U Yadav,Pant,SIX,16.4,End overs drama! Pant sends U Yadav's ball into the stands! That's a huge hit! Six runs! 
2969824,U Yadav,Pant,SIX,16.5,End overs drama! Pant sends U Yadav's ball into the stands! That's a huge hit! Six runs! 
2969824,U Yadav,Pant,FOUR,17.0,End overs drama! Pant hits U Yadav for four! What a shot! Four runs to the boundary! 
2969824,Narine,Mathews,OUT,17.2,End overs drama! What a moment! Narine takes the wicket of Mathews! He's gone! Brilliant bowling! 
2969824,Narine,Chris Morris,FOUR,17.4,End overs drama! Chris Morris hits Narine for four! What a shot! Four runs to the boundary! 
2969824,Coulter-Nile,Pant,OUT,18.1,End overs drama! What a moment! Coulter-Nile takes the wicket of Pant! He's gone! Brilliant bowling! 
2969824,Coulter-Nile,Chris Morris,ONE,18.3,End overs drama! Over 18.3: Chris Morris faces Coulter-Nile. Outcome: ONE.
2969824,Coulter-Nile,Chris Morris,ONE,18.5,End overs drama! Over 18.5: Chris Morris faces Coulter-Nile. Outcome: ONE.
2969824,Woakes,Chris Morris,FOUR,19.3,End overs drama! Chris Morris hits Woakes for four! What a shot! Four runs to the boundary! 
2969824,Woakes,Chris Morris,FOUR,19.4,End overs drama! Chris Morris hits Woakes for four! What a shot! Four runs to the boundary! 
2969824,Woakes,Chris Morris,OUT,19.5,End overs drama! What a moment! Woakes takes the wicket of Chris Morris! He's gone! Brilliant bowling! 
2969824,U Yadav,Billings,FOUR,2.1,Powerplay fireworks! Billings hits U Yadav for four! What a shot! Four runs to the boundary! 
2969824,U Yadav,Samson,FOUR,2.3,Powerplay fireworks! Samson hits U Yadav for four! What a shot! Four runs to the boundary! 
2969824,U Yadav,Samson,FOUR,2.4,Powerplay fireworks! Samson hits U Yadav for four! What a shot! Four runs to the boundary! 
2969824,U Yadav,Samson,FOUR,3.0,Powerplay fireworks! Samson hits U Yadav for four! What a shot! Four runs to the boundary! 
2969824,Kuldeep Yadav,Billings,FOUR,4.1,Powerplay fireworks! Billings hits Kuldeep Yadav for four! What a shot! Four runs to the boundary! 
2969824,Kuldeep Yadav,Samson,TWO,4.4,Powerplay fireworks! Over 4.4: Samson faces Kuldeep Yadav. Outcome: TWO.
2969824,Coulter-Nile,Billings,OUT,6.1,"Chasing 163, current score 88. What a moment! Coulter-Nile takes the wicket of Billings! He's gone! Brilliant bowling! "
2969824,Coulter-Nile,Samson,FOUR,6.5,"Chasing 163, current score 92. Samson hits Coulter-Nile for four! What a shot! Four runs to the boundary! "
2969824,U Yadav,Samson,OUT,7.5,"Chasing 163, current score 92. What a moment! U Yadav takes the wicket of Samson! He's gone! Brilliant bowling! "
2969824,Woakes,Shreyas Iyer,FOUR,8.5,"Chasing 163, current score 96. Shreyas Iyer hits Woakes for four! What a shot! Four runs to the boundary! "
2969824,de Grandhomme,Shreyas Iyer,FOUR,9.1,"Chasing 163, current score 100. Shreyas Iyer hits de Grandhomme for four! What a shot! Four runs to the boundary! "
2969824,Zaheer,de Grandhomme,OUT,0.5,Powerplay fireworks! What a moment! Zaheer takes the wicket of de Grandhomme! He's gone! Brilliant bowling! 
2969824,Pat Cummins,Gambhir,FOUR,1.2,Powerplay fireworks! Gambhir hits Pat Cummins for four! What a shot! Four runs to the boundary! 
2969824,Pat Cummins,Gambhir,FOUR,1.3,Powerplay fireworks! Gambhir hits Pat Cummins for four! What a shot! Four runs to the boundary! 
2969824,Pat Cummins,Uthappa,FOUR,1.5,Powerplay fireworks! Uthappa hits Pat Cummins for four! What a shot! Four runs to the boundary! 
2969824,Shami,M Pandey,FOUR,10.0,"Chasing 163, current score 116. M Pandey hits Shami for four! What a shot! Four runs to the boundary! "
2969824,Mathews,M Pandey,SIX,12.2,"Chasing 163, current score 122. M Pandey sends Mathews's ball into the stands! That's a huge hit! Six runs! "
2969824,Zaheer,Y Pathan,SIX,13.4,"Chasing 163, current score 128. Y Pathan sends Zaheer's ball into the stands! That's a huge hit! Six runs! "
2969824,Zaheer,Y Pathan,THREE,13.5,"Chasing 163, current score 128. Over 13.5: Y Pathan faces Zaheer. Outcome: THREE."
2969824,Zaheer,M Pandey,FOUR,14.0,"Chasing 163, current score 132. M Pandey hits Zaheer for four! What a shot! Four runs to the boundary! "
2969824,Chris Morris,Y Pathan,FOUR,14.4,"Chasing 163, current score 136. Y Pathan hits Chris Morris for four! What a shot! Four runs to the boundary! "
2969824,Chris Morris,Y Pathan,OUT,14.5,"Chasing 163, current score 136. What a moment! Chris Morris takes the wicket of Y Pathan! He's gone! Brilliant bowling! "
2969824,Chris Morris,M Pandey,FOUR,15.0,"Chasing 163, current score 140. M Pandey hits Chris Morris for four! What a shot! Four runs to the boundary! "
2969824,Pat Cummins,M Pandey,ONE,15.5,"Chasing 163, current score 140. Over 15.5: M Pandey faces Pat Cummins. Outcome: ONE."
2969824,Pat Cummins,Suryakumar Yadav,OUT,17.5,End overs drama! What a moment! Pat Cummins takes the wicket of Suryakumar Yadav! He's gone! Brilliant bowling! 
2969824,Mishra,Woakes,OUT,19.2,End overs drama! What a moment! Mishra takes the wicket of Woakes! He's gone! Brilliant bowling! 
2969824,Mishra,M Pandey,SIX,19.4,End overs drama! M Pandey sends Mishra's ball into the stands! That's a huge hit! Six runs! 
2969824,Pat Cummins,Uthappa,OUT,2.0,Powerplay fireworks! What a moment! Pat Cummins takes the wicket of Uthappa! He's gone! Brilliant bowling! 
2969824,Zaheer,Gambhir,OUT,2.5,Powerplay fireworks! What a moment! Zaheer takes the wicket of Gambhir! He's gone! Brilliant bowling! 
2969824,Zaheer,M Pandey,NO RUN,3.0,Powerplay fireworks! Over 3.0: M Pandey faces Zaheer. Outcome: NO RUN.
2969824,Chris Morris,Y Pathan,FOUR,3.3,Powerplay fireworks! Y Pathan hits Chris Morris for four! What a shot! Four runs to the boundary! 
2969824,Zaheer,Y Pathan,FOUR,4.2,Powerplay fireworks! Y Pathan hits Zaheer for four! What a shot! Four runs to the boundary! 
2969824,Pat Cummins,Y Pathan,FOUR,5.2,Powerplay fireworks! Y Pathan hits Pat Cummins for four! What a shot! Four runs to the boundary! 
2969824,Pat Cummins,Y Pathan,FOUR,5.3,Powerplay fireworks! Y Pathan hits Pat Cummins for four! What a shot! Four runs to the boundary! 
2969824,Pat Cummins,M Pandey,FOUR,5.5,Over 5.5: Match already won! M Pandey faces Pat Cummins. (Result beyond target)
2969824,Shami,Y Pathan,SIX,8.0,Over 8.0: Match already won! Y Pathan faces Shami. (Result beyond target)
2969824,Mishra,M Pandey,SIX,8.3,Over 8.3: Match already won! M Pandey faces Mishra. (Result beyond target)
2969824,Mishra,M Pandey,ONE,8.4,Over 8.4: Match already won! M Pandey faces Mishra. (Result beyond target)
2969824,Mishra,Y Pathan,FOUR,9.0,Over 9.0: Match already won! Y Pathan faces Mishra. (Result beyond target)
9296666,Bhuvneshwar,Amla,OUT,0.1,Powerplay fireworks! What a moment! Bhuvneshwar takes the wicket of Amla! He's gone! Brilliant bowling! 
9296666,Bhuvneshwar,Maxwell,FOUR,0.2,Powerplay fireworks! Maxwell hits Bhuvneshwar for four! What a shot! Four runs to the boundary! 
9296666,Barinder,Vohra,FOUR,1.1,Powerplay fireworks! Vohra hits Barinder for four! What a shot! Four runs to the boundary! 
9296666,Barinder,Maxwell,FOUR,1.4,Powerplay fireworks! Maxwell hits Barinder for four! What a shot! Four runs to the boundary! 
9296666,Rashid Khan,Saha,OUT,10.0,"Chasing 142, current score 12. What a moment! Rashid Khan takes the wicket of Saha! He's gone! Brilliant bowling! "
9296666,Nabi,Axar,NO RUN,11.0,"Chasing 142, current score 12. Over 11.0: Axar faces Nabi. Outcome: NO RUN."
9296666,Nabi,Vohra,FOUR,12.5,"Chasing 142, current score 16. Vohra hits Nabi for four! What a shot! Four runs to the boundary! "
9296666,Nabi,Vohra,FOUR,13.0,"Chasing 142, current score 20. Vohra hits Nabi for four! What a shot! Four runs to the boundary! "
9296666,Henriques,Axar,OUT,13.4,"Chasing 142, current score 20. What a moment! Henriques takes the wicket of Axar! He's gone! Brilliant bowling! "
9296666,Henriques,Vohra,TWO,14.0,"Chasing 142, current score 20. Over 14.0: Vohra faces Henriques. Outcome: TWO."
9296666,Barinder,Mohit Sharma,SIX,14.1,"Chasing 142, current score 26. Mohit Sharma sends Barinder's ball into the stands! That's a huge hit! Six runs! "
9296666,Barinder,Vohra,SIX,14.3,"Chasing 142, current score 32. Vohra sends Barinder's ball into the stands! That's a huge hit! Six runs! "
9296666,Barinder,Vohra,FOUR,14.4,"Chasing 142, current score 36. Vohra hits Barinder for four! What a shot! Four runs to the boundary! "
9296666,Rashid Khan,Vohra,FOUR,15.2,"Chasing 142, current score 40. Vohra hits Rashid Khan for four! What a shot! Four runs to the boundary! "
9296666,Rashid Khan,Vohra,SIX,15.4,"Chasing 142, current score 46. Vohra sends Rashid Khan's ball into the stands! That's a huge hit! Six runs! "
9296666,Rashid Khan,Vohra,SIX,15.5,"Chasing 142, current score 52. Vohra sends Rashid Khan's ball into the stands! That's a huge hit! Six runs! "
9296666,Rashid Khan,Vohra,FOUR,16.0,End overs drama! Vohra hits Rashid Khan for four! What a shot! Four runs to the boundary! 
9296666,Bhuvneshwar,Mohit Sharma,OUT,16.2,End overs drama! What a moment! Bhuvneshwar takes the wicket of Mohit Sharma! He's gone! Brilliant bowling! 
9296666,Bhuvneshwar,Vohra,FOUR,16.3,End overs drama! Vohra hits Bhuvneshwar for four! What a shot! Four runs to the boundary! 
9296666,Bhuvneshwar,Vohra,ONE,16.4,End overs drama! Over 16.3: Vohra faces Bhuvneshwar. Outcome: ONE.
9296666,S Kaul,Vohra,SIX,17.1,End overs drama! Vohra sends S Kaul's ball into the stands! That's a huge hit! Six runs! 
9296666,Bhuvneshwar,Cariappa,OUT,18.1,End overs drama! What a moment! Bhuvneshwar takes the wicket of Cariappa! He's gone! Brilliant bowling! 
9296666,Bhuvneshwar,Vohra,OUT,18.3,End overs drama! What a moment! Bhuvneshwar takes the wicket of Vohra! He's gone! Brilliant bowling! 
9296666,S Kaul,Ishant,OUT,19.4,End overs drama! What a moment! S Kaul takes the wicket of Ishant! He's gone! Brilliant bowling! 
9296666,Bhuvneshwar,Maxwell,OUT,2.5,Powerplay fireworks! What a moment! Bhuvneshwar takes the wicket of Maxwell! He's gone! Brilliant bowling! 
9296666,Nabi,Eoin Morgan,SIX,4.1,Powerplay fireworks! Eoin Morgan sends Nabi's ball into the stands! That's a huge hit! Six runs! 
9296666,Rashid Khan,Vohra,FOUR,5.4,Powerplay fireworks! Vohra hits Rashid Khan for four! What a shot! Four runs to the boundary! 
9296666,Rashid Khan,Vohra,SIX,5.5,Powerplay fireworks! Vohra sends Rashid Khan's ball into the stands! That's a huge hit! Six runs! 
9296666,Rashid Khan,Vohra,FOUR,6.0,Powerplay fireworks! Vohra hits Rashid Khan for four! What a shot! Four runs to the boundary! 
9296666,Nabi,Eoin Morgan,OUT,8.1,"Chasing 142, current score 86. What a moment! Nabi takes the wicket of Eoin Morgan! He's gone! Brilliant bowling! "
9296666,Rashid Khan,Miller,OUT,9.4,"Chasing 142, current score 86. What a moment! Rashid Khan takes the wicket of Miller! He's gone! Brilliant bowling! "
9296666,Cariappa,Naman Ojha,FOUR,10.1,"Chasing 142, current score 90. Naman Ojha hits Cariappa for four! What a shot! Four runs to the boundary! "
9296666,Cariappa,Warner,FOUR,10.3,"Chasing 142, current score 94. Warner hits Cariappa for four! What a shot! Four runs to the boundary! "
9296666,Cariappa,Warner,TWO,10.4,"Chasing 142, current score 94. Over 10.4: Warner faces Cariappa. Outcome: TWO."
9296666,Axar,Naman Ojha,FOUR,12.0,"Chasing 142, current score 98. Naman Ojha hits Axar for four! What a shot! Four runs to the boundary! "
9296666,Sandeep Sharma,Warner,FOUR,12.5,"Chasing 142, current score 102. Warner hits Sandeep Sharma for four! What a shot! Four runs to the boundary! "
9296666,Axar,Naman Ojha,SIX,13.5,"Chasing 142, current score 108. Naman Ojha sends Axar's ball into the stands! That's a huge hit! Six runs! "
9296666,Ishant,Warner,FOUR,14.2,"Chasing 142, current score 112. Warner hits Ishant for four! What a shot! Four runs to the boundary! "
9296666,Cariappa,Naman Ojha,OUT,15.3,"Chasing 142, current score 112. What a moment! Cariappa takes the wicket of Naman Ojha! He's gone! Brilliant bowling! "
9296666,Mohit Sharma,Warner,FOUR,16.2,End overs drama! Warner hits Mohit Sharma for four! What a shot! Four runs to the boundary! 
9296666,Axar,Deepak Hooda,FOUR,17.5,End overs drama! Deepak Hooda hits Axar for four! What a shot! Four runs to the boundary! 
9296666,Mohit Sharma,Warner,FOUR,18.2,End overs drama! Warner hits Mohit Sharma for four! What a shot! Four runs to the boundary! 
9296666,Mohit Sharma,Deepak Hooda,OUT,18.4,End overs drama! What a moment! Mohit Sharma takes the wicket of Deepak Hooda! He's gone! Brilliant bowling! 
9296666,Mohit Sharma,Warner,FOUR,18.5,End overs drama! Warner hits Mohit Sharma for four! What a shot! Four runs to the boundary! 
9296666,Sandeep Sharma,Nabi,OUT,19.3,End overs drama! What a moment! Sandeep Sharma takes the wicket of Nabi! He's gone! Brilliant bowling! 
9296666,Sandeep Sharma,Warner,SIX,19.4,End overs drama! Warner sends Sandeep Sharma's ball into the stands! That's a huge hit! Six runs! 
9296666,Sandeep Sharma,Dhawan,FOUR,2.2,Powerplay fireworks! Dhawan hits Sandeep Sharma for four! What a shot! Four runs to the boundary! 
9296666,Sandeep Sharma,Rashid Khan,SIX,20.0,Over 20.0: Match already won! Rashid Khan faces Sandeep Sharma. (Result beyond target)
9296666,Mohit Sharma,Dhawan,OUT,5.0,Over 5.0: Match already won! Dhawan faces Mohit Sharma. (Result beyond target)
9296666,Cariappa,Warner,FOUR,6.4,Over 6.4: Match already won! Warner faces Cariappa. (Result beyond target)
9296666,Cariappa,Warner,SIX,9.0,Over 9.0: Match already won! Warner faces Cariappa. (Result beyond target)
9296666,Axar,Henriques,OUT,9.1,Over 9.0: Match already won! Henriques faces Axar. (Result beyond target)
9296666,Axar,Yuvraj,OUT,9.2,Over 9.1: Match already won! Yuvraj faces Axar. (Result beyond target)
5231444,Chahal,Dwayne Smith,OUT,1.2,Powerplay fireworks! What a moment! Chahal takes the wicket of Dwayne Smith! He's gone! Brilliant bowling! 
5231444,Aravind,Karthik,OUT,11.0,"Chasing 161, current score 0. What a moment! Aravind takes the wicket of Karthik! He's gone! Brilliant bowling! "
5231444,Milne,Jadeja,FOUR,12.4,"Chasing 161, current score 4. Jadeja hits Milne for four! What a shot! Four runs to the boundary! "
5231444,Milne,Brendon McCullum,SIX,13.0,"Chasing 161, current score 10. Brendon McCullum sends Milne's ball into the stands! That's a huge hit! Six runs! "
5231444,Watson,Jadeja,FOUR,13.2,"Chasing 161, current score 14. Jadeja hits Watson for four! What a shot! Four runs to the boundary! "
5231444,Watson,Brendon McCullum,SIX,13.4,"Chasing 161, current score 20. Brendon McCullum sends Watson's ball into the stands! That's a huge hit! Six runs! "
5231444,Chahal,Brendon McCullum,OUT,14.4,"Chasing 161, current score 20. What a moment! Chahal takes the wicket of Brendon McCullum! He's gone! Brilliant bowling! "
5231444,Aravind,Ishan Kishan,SIX,17.0,End overs drama! Ishan Kishan sends Aravind's ball into the stands! That's a huge hit! Six runs! 
5231444,Head,Ishan Kishan,SIX,17.2,End overs drama! Ishan Kishan sends Head's ball into the stands! That's a huge hit! Six runs! 
5231444,Head,Jadeja,OUT,17.4,End overs drama! What a moment! Head takes the wicket of Jadeja! He's gone! Brilliant bowling! 
5231444,Head,Andrew Tye,TWO,18.0,End overs drama! Over 18.0: Andrew Tye faces Head. Outcome: TWO.
5231444,Aravind,Ishan Kishan,FOUR,18.1,End overs drama! Ishan Kishan hits Aravind for four! What a shot! Four runs to the boundary! 
5231444,Aravind,Ishan Kishan,FOUR,18.2,End overs drama! Ishan Kishan hits Aravind for four! What a shot! Four runs to the boundary! 
5231444,Aravind,Ishan Kishan,SIX,18.4,End overs drama! Ishan Kishan sends Aravind's ball into the stands! That's a huge hit! Six runs! 
5231444,Aravind,Ishan Kishan,SIX,19.0,End overs drama! Ishan Kishan sends Aravind's ball into the stands! That's a huge hit! Six runs! 
5231444,Milne,Ishan Kishan,OUT,19.4,End overs drama! What a moment! Milne takes the wicket of Ishan Kishan! He's gone! Brilliant bowling! 
5231444,Aravind,Raina,SIX,2.2,Powerplay fireworks! Raina sends Aravind's ball into the stands! That's a huge hit! Six runs! 
5231444,Aravind,Raina,SIX,2.3,Powerplay fireworks! Raina sends Aravind's ball into the stands! That's a huge hit! Six runs! 
5231444,Aravind,Raina,FOUR,3.0,Powerplay fireworks! Raina hits Aravind for four! What a shot! Four runs to the boundary! 
5231444,Chahal,Brendon McCullum,SIX,3.1,Powerplay fireworks! Brendon McCullum sends Chahal's ball into the stands! That's a huge hit! Six runs! 
5231444,Chahal,Raina,FOUR,3.3,Powerplay fireworks! Raina hits Chahal for four! What a shot! Four runs to the boundary! 
5231444,Chahal,Raina,OUT,4.0,Powerplay fireworks! What a moment! Chahal takes the wicket of Raina! He's gone! Brilliant bowling! 
5231444,Negi,Brendon McCullum,SIX,4.1,Powerplay fireworks! Brendon McCullum sends Negi's ball into the stands! That's a huge hit! Six runs! 
5231444,Negi,Brendon McCullum,FOUR,4.2,Powerplay fireworks! Brendon McCullum hits Negi for four! What a shot! Four runs to the boundary! 
5231444,Chahal,Finch,SIX,5.3,Powerplay fireworks! Finch sends Chahal's ball into the stands! That's a huge hit! Six runs! 
5231444,Milne,Finch,FOUR,6.4,"Chasing 161, current score 98. Finch hits Milne for four! What a shot! Four runs to the boundary! "
5231444,Watson,Brendon McCullum,SIX,7.4,"Chasing 161, current score 104. Brendon McCullum sends Watson's ball into the stands! That's a huge hit! Six runs! "
5231444,Milne,Brendon McCullum,FOUR,8.2,"Chasing 161, current score 108. Brendon McCullum hits Milne for four! What a shot! Four runs to the boundary! "
5231444,Milne,Brendon McCullum,SIX,8.3,"Chasing 161, current score 114. Brendon McCullum sends Milne's ball into the stands! That's a huge hit! Six runs! "
5231444,Milne,Finch,FOUR,9.0,"Chasing 161, current score 118. Finch hits Milne for four! What a shot! Four runs to the boundary! "
5231444,Negi,Brendon McCullum,SIX,9.2,"Chasing 161, current score 124. Brendon McCullum sends Negi's ball into the stands! That's a huge hit! Six runs! "
5231444,Negi,Finch,OUT,9.4,"Chasing 161, current score 124. What a moment! Negi takes the wicket of Finch! He's gone! Brilliant bowling! "
5231444,D Kulkarni,Kohli,FOUR,0.5,Powerplay fireworks! Kohli hits D Kulkarni for four! What a shot! Four runs to the boundary! 
5231444,Basil Thampi,Kohli,FOUR,1.5,Powerplay fireworks! Kohli hits Basil Thampi for four! What a shot! Four runs to the boundary! 
5231444,Dwayne Smith,Gayle,SIX,10.3,"Chasing 161, current score 138. Gayle sends Dwayne Smith's ball into the stands! That's a huge hit! Six runs! "
5231444,Dwayne Smith,Gayle,SIX,10.4,"Chasing 161, current score 144. Gayle sends Dwayne Smith's ball into the stands! That's a huge hit! Six runs! "
5231444,D Kulkarni,Gayle,FOUR,11.3,"Chasing 161, current score 148. Gayle hits D Kulkarni for four! What a shot! Four runs to the boundary! "
5231444,D Kulkarni,Gayle,FOUR,11.5,"Chasing 161, current score 152. Gayle hits D Kulkarni for four! What a shot! Four runs to the boundary! "
5231444,Basil Thampi,Gayle,OUT,12.4,"Chasing 161, current score 152. What a moment! Basil Thampi takes the wicket of Gayle! He's gone! Brilliant bowling! "
5231444,Jadeja,Kohli,FOUR,13.4,"Chasing 161, current score 156. Kohli hits Jadeja for four! What a shot! Four runs to the boundary! "
5231444,Shivil,Kohli,TWO,14.1,"Chasing 161, current score 156. Over 14.0: Kohli faces Shivil. Outcome: TWO."
5231444,Shivil,Kohli,SIX,14.4,Over 14.4: Match already won! Kohli faces Shivil. (Result beyond target)
5231444,Shivil,Head,SIX,15.0,Over 15.0: Match already won! Head faces Shivil. (Result beyond target)
5231444,D Kulkarni,Kohli,OUT,15.5,Over 15.5: Match already won! Kohli faces D Kulkarni. (Result beyond target)
5231444,Andrew Tye,Kedar Jadhav,FOUR,16.1,Over 16.1: Match already won! Kedar Jadhav faces Andrew Tye. (Result beyond target)
5231444,Basil Thampi,Head,FOUR,17.1,Over 17.1: Match already won! Head faces Basil Thampi. (Result beyond target)
5231444,Basil Thampi,Head,FOUR,17.2,Over 17.1: Match already won! Head faces Basil Thampi. (Result beyond target)
5231444,Andrew Tye,Kedar Jadhav,SIX,18.1,Over 18.1: Match already won! Kedar Jadhav faces Andrew Tye. (Result beyond target)
5231444,Andrew Tye,Kedar Jadhav,FOUR,18.2,Over 18.1: Match already won! Kedar Jadhav faces Andrew Tye. (Result beyond target)
5231444,Andrew Tye,Kedar Jadhav,FOUR,18.5,Over 18.5: Match already won! Kedar Jadhav faces Andrew Tye. (Result beyond target)
5231444,Andrew Tye,Kedar Jadhav,TWO,19.0,Over 19.0: Match already won! Kedar Jadhav faces Andrew Tye. (Result beyond target)
5231444,Jadeja,Kedar Jadhav,FOUR,19.3,Over 19.3: Match already won! Kedar Jadhav faces Jadeja. (Result beyond target)
5231444,Jadeja,Kedar Jadhav,SIX,19.4,Over 19.3: Match already won! Kedar Jadhav faces Jadeja. (Result beyond target)
5231444,Jadeja,Kedar Jadhav,FOUR,19.5,Over 19.5: Match already won! Kedar Jadhav faces Jadeja. (Result beyond target)
5231444,D Kulkarni,Kohli,FOUR,2.3,Over 2.2: Match already won! Kohli faces D Kulkarni. (Result beyond target)
5231444,D Kulkarni,Kohli,FOUR,2.4,Over 2.3: Match already won! Kohli faces D Kulkarni. (Result beyond target)
5231444,D Kulkarni,Kohli,FOUR,2.5,Over 2.5: Match already won! Kohli faces D Kulkarni. (Result beyond target)
5231444,Basil Thampi,Gayle,ONE,3.3,Over 3.2: Match already won! Gayle faces Basil Thampi. (Result beyond target)
5231444,Basil Thampi,Gayle,SIX,3.5,Over 3.5: Match already won! Gayle faces Basil Thampi. (Result beyond target)
5231444,Jadeja,Gayle,FOUR,5.2,Over 5.2: Match already won! Gayle faces Jadeja. (Result beyond target)
5231444,Shivil,Gayle,SIX,6.5,Over 6.5: Match already won! Gayle faces Shivil. (Result beyond target)
